detail_id,OCC_TITLE,total_emp,a_mean,a_median,h_mean,h_median,broad_id
339092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",145100,22640,20290,10.89,9.76,339090
339093,Transportation Security Screeners,42750,40160,39680,19.31,19.08,339090
339099,"Protective Service Workers, All Other",135120,32880,28720,15.81,13.81,339090
351011,Chefs and Head Cooks,134190,47390,43180,22.79,20.76,351010
351012,First-Line Supervisors of Food Preparation and Serving Workers,908550,34700,31480,16.68,15.13,351010
352011,"Cooks, Fast Food",513200,20570,19860,9.89,9.55,352010
352012,"Cooks, Institution and Cafeteria",409850,26370,24750,12.68,11.90,352010
352013,"Cooks, Private Household",370,42220,32060,20.30,15.42,352010
352014,"Cooks, Restaurant",1217370,25430,24140,12.23,11.61,352010
352015,"Cooks, Short Order",183990,23130,21890,11.12,10.52,352010
352019,"Cooks, All Other",15490,29210,27120,14.04,13.04,352010
352021,Food Preparation Workers,850670,22920,21440,11.02,10.31,352020
353011,Bartenders,603320,25580,20800,12.30,10.00,353010
353021,"Combined Food Preparation and Serving Workers, Including Fast Food",3426090,20460,19440,9.84,9.35,353020
353022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",499550,21380,19970,10.28,9.60,353020
353031,Waiters and Waitresses,2564610,24410,19990,11.73,9.61,353030
353041,"Food Servers, Nonrestaurant",261520,23490,21240,11.29,10.21,353040
359011,Dining Room and Cafeteria Attendants and Bartender Helpers,423080,22340,20200,10.74,9.71,359010
359021,Dishwashers,506450,21260,20800,10.22,10.00,359020
359031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",404360,21410,19980,10.29,9.60,359030
359099,"Food Preparation and Serving Related Workers, All Other",59060,23200,21090,11.16,10.14,359090
371011,First-Line Supervisors of Housekeeping and Janitorial Workers,161140,41240,38190,19.83,18.36,371010
371012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",103070,48790,45740,23.46,21.99,371010
372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2161740,27030,24190,12.99,11.63,372010
372012,Maids and Housekeeping Cleaners,924640,23830,21820,11.46,10.49,372010
372019,"Building Cleaning Workers, All Other",15020,30960,29700,14.88,14.28,372010
372021,Pest Control Workers,72830,35020,33040,16.84,15.88,372020
373011,Landscaping and Groundskeeping Workers,906570,28560,26320,13.73,12.65,373010
373012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",25230,35720,33740,17.17,16.22,373010
373013,Tree Trimmers and Pruners,40680,37310,35030,17.94,16.84,373010
373019,"Grounds Maintenance Workers, All Other",15170,32930,28470,15.83,13.69,373010
391011,Gaming Supervisors,22130,50810,50520,24.43,24.29,391010
391012,Slot Supervisors,7640,38300,36080,18.41,17.35,391010
391021,First-Line Supervisors of Personal Service Workers,190420,39830,36700,19.15,17.65,391020
392011,Animal Trainers,13590,34580,27690,16.62,13.31,392010
392021,Nonfarm Animal Caretakers,187360,24420,21990,11.74,10.57,392020
393011,Gaming Dealers,94570,21990,19290,10.57,9.27,393010
393012,Gaming and Sports Book Writers and Runners,11460,25710,22600,12.36,10.87,393010
393019,"Gaming Service Workers, All Other",12140,28300,24880,13.61,11.96,393010
393021,Motion Picture Projectionists,5480,24750,22100,11.90,10.62,393020
393031,"Ushers, Lobby Attendants, and Ticket Takers",117920,21740,19920,10.45,9.58,393030
393091,Amusement and Recreation Attendants,286740,22000,20160,10.58,9.69,393090
393092,Costume Attendants,6640,50470,45900,24.27,22.07,393090
393093,"Locker Room, Coatroom, and Dressing Room Attendants",18040,24390,21720,11.73,10.44,393090
393099,"Entertainment Attendants and Related Workers, All Other",14550,24610,23270,11.83,11.19,393090
394011,Embalmers,3710,42260,40150,20.32,19.30,394010
394021,Funeral Attendants,35770,27110,24830,13.03,11.94,394020
394031,"Morticians, Undertakers, and Funeral Directors",25850,54700,50090,26.30,24.08,394030
395011,Barbers,15900,29900,25760,14.38,12.38,395010
395012,"Hairdressers, Hairstylists, and Cosmetologists",352380,29590,24260,14.23,11.66,395010
395091,"Makeup Artists, Theatrical and Performance",3600,71590,60970,34.42,29.31,395090
395092,Manicurists and Pedicurists,90630,24330,22150,11.70,10.65,395090
395093,Shampooers,15240,20960,19700,10.08,9.47,395090
395094,Skincare Specialists,43980,35160,30270,16.91,14.55,395090
396011,Baggage Porters and Bellhops,44750,24910,22260,11.97,10.70,396010
396012,Concierges,32020,31440,29250,15.11,14.06,396010
397011,Tour Guides and Escorts,38660,28100,24920,13.51,11.98,397010
397012,Travel Guides,3030,35930,32100,17.28,15.44,397010
399011,Childcare Workers,569370,22930,21170,11.02,10.18,399010
399021,Personal Care Aides,1492250,22710,21920,10.92,10.54,399020
399031,Fitness Trainers and Aerobics Instructors,257410,42780,38160,20.57,18.34,399030
399032,Recreation Workers,336880,27230,23870,13.09,11.48,399030
399041,Residential Advisors,110330,27690,25570,13.31,12.29,399040
399099,"Personal Care and Service Workers, All Other",54520,27460,25420,13.20,12.22,399090
411011,First-Line Supervisors of Retail Sales Workers,1194220,43910,39040,21.11,18.77,411010
411012,First-Line Supervisors of Non-Retail Sales Workers,252670,85830,73150,41.27,35.17,411010
412011,Cashiers,3541010,21680,20180,10.43,9.70,412010
412012,Gaming Change Persons and Booth Cashiers,23120,25940,23780,12.47,11.44,412010
412021,Counter and Rental Clerks,450330,29390,25550,14.13,12.29,412020
412022,Parts Salespersons,248740,33220,29780,15.97,14.32,412020
412031,Retail Salespersons,4528550,27180,22680,13.07,10.90,412030
413011,Advertising Sales Agents,141100,63660,50380,30.61,24.22,413010
413021,Insurance Sales Agents,385700,67760,49990,32.58,24.03,413020
413031,"Securities, Commodities, and Financial Services Sales Agents",353780,102260,67310,49.17,32.36,413030
413041,Travel Agents,68680,39900,36460,19.18,17.53,413040
413099,"Sales Representatives, Services, All Other",953870,63070,52490,30.32,25.23,413090
414011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",328370,92910,78980,44.67,37.97,414010
414012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1404050,68410,57140,32.89,27.47,414010
419011,Demonstrators and Product Promoters,86500,30570,25610,14.70,12.31,419010
419012,Models,4390,36560,21870,17.58,10.51,419010
419021,Real Estate Brokers,40850,79340,56790,38.14,27.30,419020
419022,Real Estate Sales Agents,151840,59360,44090,28.54,21.20,419020
419031,Sales Engineers,74330,108880,100000,52.35,48.08,419030
419041,Telemarketers,215290,27170,24300,13.06,11.69,419040
419091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",8040,28630,24330,13.76,11.70,419090
419099,"Sales and Related Workers, All Other",81080,43330,37190,20.83,17.88,419090
431011,First-Line Supervisors of Office and Administrative Support Workers,1443150,57890,54340,27.83,26.12,431010
432011,"Switchboard Operators, Including Answering Service",90910,29720,28030,14.29,13.47,432010
432021,Telephone Operators,8860,43030,37000,20.69,17.79,432020
432099,"Communications Equipment Operators, All Other",2150,41910,39640,20.15,19.06,432090
433011,Bill and Account Collectors,298960,37620,35350,18.09,17.00,433010
433021,Billing and Posting Clerks,485220,37570,36150,18.06,17.38,433020
433031,"Bookkeeping, Accounting, and Auditing Clerks",1566960,40220,38390,19.34,18.46,433030
433041,Gaming Cage Workers,18810,28120,25990,13.52,12.49,433040
433051,Payroll and Timekeeping Clerks,159650,43580,42390,20.95,20.38,433050
433061,Procurement Clerks,72120,41980,41410,20.18,19.91,433060
433071,Tellers,496760,28060,27260,13.49,13.11,433070
433099,"Financial Clerks, All Other",34540,41870,39540,20.13,19.01,433090
434011,Brokerage Clerks,59820,52380,49200,25.18,23.65,434010
434021,Correspondence Clerks,6780,37660,36370,18.11,17.49,434020
434031,"Court, Municipal, and License Clerks",128620,39160,36670,18.83,17.63,434030
434041,"Credit Authorizers, Checkers, and Clerks",37680,39320,36930,18.91,17.75,434040
434051,Customer Service Representatives,2707040,35170,32300,16.91,15.53,434050
434061,"Eligibility Interviewers, Government Programs",135940,43550,43350,20.94,20.84,434060
434071,File Clerks,130950,31260,29090,15.03,13.99,434070
434081,"Hotel, Motel, and Resort Desk Clerks",248440,23530,22070,11.32,10.61,434080
434111,"Interviewers, Except Eligibility and Loan",186030,33640,32150,16.17,15.46,434110
434121,"Library Assistants, Clerical",98560,27450,25220,13.20,12.12,434120
434131,Loan Interviewers and Clerks,224340,40300,38630,19.37,18.57,434130
434141,New Accounts Clerks,41630,36480,34990,17.54,16.82,434140
434151,Order Clerks,176850,35160,33370,16.90,16.04,434150
434161,"Human Resources Assistants, Except Payroll and Timekeeping",137150,40100,39020,19.28,18.76,434160
434171,Receptionists and Information Clerks,997770,29120,27920,14.00,13.42,434170
434181,Reservation and Transportation Ticket Agents and Travel Clerks,146350,38050,35230,18.29,16.94,434180
434199,"Information and Record Clerks, All Other",166850,40090,39260,19.28,18.87,434190
435011,Cargo and Freight Agents,88920,44250,41920,21.27,20.15,435010
435021,Couriers and Messengers,74120,29920,28170,14.39,13.54,435020
435031,"Police, Fire, and Ambulance Dispatchers",95170,41070,38870,19.74,18.69,435030
435032,"Dispatchers, Except Police, Fire, and Ambulance",197910,41190,37940,19.80,18.24,435030
435041,"Meter Readers, Utilities",34070,41890,38940,20.14,18.72,435040
435051,Postal Service Clerks,82030,48360,56790,23.25,27.30,435050
435052,Postal Service Mail Carriers,328950,50610,58110,24.33,27.94,435050
435053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",110770,49710,56220,23.90,27.03,435050
435061,"Production, Planning, and Expediting Clerks",321780,49050,46760,23.58,22.48,435060
435071,"Shipping, Receiving, and Traffic Clerks",676990,33150,31180,15.94,14.99,435070
435081,Stock Clerks and Order Fillers,2016340,26670,23840,12.82,11.46,435080
435111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",74460,31080,28790,14.94,13.84,435110
436011,Executive Secretaries and Executive Administrative Assistants,631610,57910,55860,27.84,26.86,436010
436012,Legal Secretaries,191200,47900,44180,23.03,21.24,436010
436013,Medical Secretaries,556820,35060,33730,16.85,16.22,436010
436014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2295510,36140,34820,17.38,16.74,436010
439011,Computer Operators,46810,43880,42270,21.10,20.32,439010
439021,Data Entry Keyers,194810,31640,30100,15.21,14.47,439020
439022,Word Processors and Typists,67230,39970,38740,19.22,18.63,439020
439031,Desktop Publishers,13090,44380,41090,21.34,19.76,439030
439041,Insurance Claims and Policy Processing Clerks,274350,40780,38430,19.61,18.48,439040
439051,"Mail Clerks and Mail Machine Operators, Except Postal Service",91530,30580,29160,14.70,14.02,439050
439061,"Office Clerks, General",2955550,33010,30580,15.87,14.70,439060
439071,"Office Machine Operators, Except Computer",58160,32390,30460,15.57,14.64,439070
439081,Proofreaders and Copy Markers,11430,39640,36960,19.06,17.77,439080
439111,Statistical Assistants,10900,48300,46850,23.22,22.53,439110
439199,"Office and Administrative Support Workers, All Other",216650,36040,34020,17.33,16.36,439190
451011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",19550,48820,45320,23.47,21.79,451010
452011,Agricultural Inspectors,14710,44260,42800,21.28,20.58,452010
452021,Animal Breeders,1270,42340,35690,20.35,17.16,452020
452041,"Graders and Sorters, Agricultural Products",38780,24280,22520,11.68,10.83,452040
452091,Agricultural Equipment Operators,28700,30430,28850,14.63,13.87,452090
452092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",273450,23820,22000,11.45,10.58,452090
452093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",35670,26840,24520,12.90,11.79,452090
452099,"Agricultural Workers, All Other",5040,35120,31160,16.88,14.98,452090
453011,Fishers and Related Fishing Workers,520,30740,27110,14.78,13.04,453010
454011,Forest and Conservation Workers,7170,31200,26940,15.00,12.95,454010
454021,Fallers,5370,42900,37370,20.62,17.96,454020
454022,Logging Equipment Operators,27250,38880,37490,18.69,18.03,454020
454023,Log Graders and Scalers,3020,38150,37090,18.34,17.83,454020
454029,"Logging Workers, All Other",3010,40560,38950,19.50,18.73,454020
471011,First-Line Supervisors of Construction Trades and Extraction Workers,538220,68040,62980,32.71,30.28,471010
472011,Boilermakers,16660,62200,62060,29.90,29.84,472010
472021,Brickmasons and Blockmasons,64370,53440,49250,25.69,23.68,472020
472022,Stonemasons,13190,43650,39780,20.98,19.13,472020
472031,Carpenters,676980,48340,43600,23.24,20.96,472030
472041,Carpet Installers,25660,44310,38280,21.30,18.40,472040
472042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",10340,42370,37840,20.37,18.19,472040
472043,Floor Sanders and Finishers,4590,38890,36860,18.70,17.72,472040
472044,Tile and Marble Setters,36830,44770,40460,21.52,19.45,472040
472051,Cement Masons and Concrete Finishers,173920,43720,39180,21.02,18.84,472050
472053,Terrazzo Workers and Finishers,3420,45990,40930,22.11,19.68,472050
472061,Construction Laborers,912100,37890,33430,18.22,16.07,472060
472071,"Paving, Surfacing, and Tamping Equipment Operators",51880,43800,38970,21.06,18.74,472070
472072,Pile-Driver Operators,3570,61740,55070,29.68,26.48,472070
472073,Operating Engineers and Other Construction Equipment Operators,356750,50560,45890,24.31,22.06,472070
472081,Drywall and Ceiling Tile Installers,93180,47400,41090,22.79,19.75,472080
472082,Tapers,18480,53790,48990,25.86,23.56,472080
472111,Electricians,607120,56650,52720,27.24,25.35,472110
472121,Glaziers,47140,47260,41920,22.72,20.16,472120
472131,"Insulation Workers, Floor, Ceiling, and Wall",29500,39490,35660,18.99,17.15,472130
472132,"Insulation Workers, Mechanical",27270,51100,45430,24.57,21.84,472130
472141,"Painters, Construction and Maintenance",217280,41510,37570,19.96,18.06,472140
472142,Paperhangers,3190,36470,33770,17.53,16.23,472140
472151,Pipelayers,39620,42860,38410,20.61,18.47,472150
472152,"Plumbers, Pipefitters, and Steamfitters",411870,56030,51450,26.94,24.74,472150
472161,Plasterers and Stucco Masons,22810,44070,38890,21.19,18.70,472160
472171,Reinforcing Iron and Rebar Workers,20020,53600,47600,25.77,22.89,472170
472181,Roofers,116410,42080,37760,20.23,18.15,472180
472211,Sheet Metal Workers,134450,51080,46940,24.56,22.57,472210
472221,Structural Iron and Steel Workers,69440,56040,51800,26.94,24.91,472220
472231,Solar Photovoltaic Installers,8870,42500,39240,20.43,18.87,472230
473011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",23950,33610,30570,16.16,14.70,473010
473012,Helpers--Carpenters,35890,30200,28810,14.52,13.85,473010
473013,Helpers--Electricians,71890,30980,29530,14.89,14.20,473010
473014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",10780,28760,27310,13.83,13.13,473010
473015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",54080,30640,29030,14.73,13.96,473010
473016,Helpers--Roofers,10190,28890,27670,13.89,13.30,473010
473019,"Helpers, Construction Trades, All Other",21820,31450,29270,15.12,14.07,473010
474011,Construction and Building Inspectors,94960,61250,58480,29.45,28.12,474010
474021,Elevator Installers and Repairers,22240,76860,78890,36.95,37.93,474020
474031,Fence Erectors,21500,36380,33150,17.49,15.94,474030
474041,Hazardous Materials Removal Workers,44280,45500,40640,21.88,19.54,474040
474051,Highway Maintenance Workers,143320,39540,38130,19.01,18.33,474050
474061,Rail-Track Laying and Maintenance Equipment Operators,14250,52810,53970,25.39,25.95,474060
474071,Septic Tank Servicers and Sewer Pipe Cleaners,26320,38870,36430,18.69,17.51,474070
474091,Segmental Pavers,1720,34160,33530,16.42,16.12,474090
474099,"Construction and Related Workers, All Other",35340,40480,36890,19.46,17.73,474090
475011,"Derrick Operators, Oil and Gas",11580,51140,48130,24.59,23.14,475010
475012,"Rotary Drill Operators, Oil and Gas",17400,57140,54430,27.47,26.17,475010
475013,"Service Unit Operators, Oil, Gas, and Mining",42890,53520,48610,25.73,23.37,475010
475021,"Earth Drillers, Except Oil and Gas",18500,51240,44360,24.64,21.33,475020
475031,"Explosives Workers, Ordnance Handling Experts, and Blasters",6310,54580,52170,26.24,25.08,475030
475041,Continuous Mining Machine Operators,12030,52650,51840,25.31,24.92,475040
475042,Mine Cutting and Channeling Machine Operators,5930,50670,51900,24.36,24.95,475040
475049,"Mining Machine Operators, All Other",2160,50220,48010,24.14,23.08,475040
475051,"Rock Splitters, Quarry",3770,34860,34020,16.76,16.36,475050
475061,"Roof Bolters, Mining",3930,58110,56780,27.94,27.30,475060
475071,"Roustabouts, Oil and Gas",51290,40480,37340,19.46,17.95,475070
475081,Helpers--Extraction Workers,17660,37160,35790,17.87,17.21,475080
475099,"Extraction Workers, All Other",4320,51170,48750,24.60,23.44,475090
491011,"First-Line Supervisors of Mechanics, Installers, and Repairers",453330,66730,63540,32.08,30.55,491010
492011,"Computer, Automated Teller, and Office Machine Repairers",102170,39410,37100,18.95,17.84,492010
492021,"Radio, Cellular, and Tower Equipment Installers and Repairers",14120,53620,52480,25.78,25.23,492020
492022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",228430,54520,53640,26.21,25.79,492020
492091,Avionics Technicians,17330,61390,60760,29.51,29.21,492090
492092,"Electric Motor, Power Tool, and Related Repairers",17050,44720,41570,21.50,19.99,492090
492093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",13960,59840,59280,28.77,28.50,492090
492094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",67390,56990,56250,27.40,27.04,492090
492095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",23060,74540,75670,35.84,36.38,492090
492096,"Electronic Equipment Installers and Repairers, Motor Vehicles",11750,34200,32220,16.44,15.49,492090
492097,Electronic Home Entertainment Equipment Installers and Repairers,25550,39340,37410,18.91,17.99,492090
492098,Security and Fire Alarm Systems Installers,67700,45660,44330,21.95,21.31,492090
493011,Aircraft Mechanics and Service Technicians,128570,61190,60170,29.42,28.93,493010
493021,Automotive Body and Related Repairers,143940,45180,41540,21.72,19.97,493020
493022,Automotive Glass Installers and Repairers,18610,36140,34340,17.38,16.51,493020
493023,Automotive Service Technicians and Mechanics,647380,41400,38470,19.90,18.50,493020
493031,Bus and Truck Mechanics and Diesel Engine Specialists,254280,46710,45170,22.45,21.72,493030
493041,Farm Equipment Mechanics and Service Technicians,35110,39310,37820,18.90,18.18,493040
493042,"Mobile Heavy Equipment Mechanics, Except Engines",123570,50810,49370,24.43,23.73,493040
493043,Rail Car Repairers,22090,53590,55000,25.77,26.44,493040
493051,Motorboat Mechanics and Service Technicians,20260,40860,38780,19.65,18.65,493050
493052,Motorcycle Mechanics,16000,37040,34720,17.81,16.69,493050
493053,Outdoor Power Equipment and Other Small Engine Mechanics,33020,35320,33730,16.98,16.22,493050
493091,Bicycle Repairers,12560,28520,27630,13.71,13.28,493090
493092,Recreational Vehicle Service Technicians,13520,38040,36430,18.29,17.51,493090
493093,Tire Repairers and Changers,109350,27150,25040,13.05,12.04,493090
499011,Mechanical Door Repairers,19840,40420,38480,19.43,18.50,499010
499012,"Control and Valve Installers and Repairers, Except Mechanical Door",45740,56180,54520,27.01,26.21,499010
499021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",294730,48320,45910,23.23,22.07,499020
499031,Home Appliance Repairers,33480,40390,37570,19.42,18.06,499030
499041,Industrial Machinery Mechanics,334490,51890,50040,24.95,24.06,499040
499043,"Maintenance Workers, Machinery",89630,46000,44550,22.11,21.42,499040
499044,Millwrights,39670,53950,52440,25.94,25.21,499040
499045,"Refractory Materials Repairers, Except Brickmasons",1540,47000,45230,22.60,21.74,499040
499051,Electrical Power-Line Installers and Repairers,117670,67160,68010,32.29,32.70,499050
499052,Telecommunications Line Installers and Repairers,100080,54700,52590,26.30,25.28,499050
499061,Camera and Photographic Equipment Repairers,3760,43920,41060,21.12,19.74,499060
499062,Medical Equipment Repairers,43370,50910,48070,24.48,23.11,499060
499063,Musical Instrument Repairers and Tuners,7980,37690,35010,18.12,16.83,499060
499064,Watch Repairers,1620,39720,36740,19.10,17.66,499060
499069,"Precision Instrument and Equipment Repairers, All Other",11640,56570,56230,27.20,27.03,499060
499071,"Maintenance and Repair Workers, General",1332480,39360,36940,18.92,17.76,499070
499081,Wind Turbine Service Technicians,4580,54360,52260,26.13,25.13,499080
499091,"Coin, Vending, and Amusement Machine Servicers and Repairers",33600,34860,33070,16.76,15.90,499090
499092,Commercial Divers,3370,53990,49090,25.96,23.60,499090
499093,"Fabric Menders, Except Garment",550,27670,26920,13.30,12.94,499090
499094,Locksmiths and Safe Repairers,18640,42180,40420,20.28,19.43,499090
499095,Manufactured Building and Mobile Home Installers,3200,31030,29810,14.92,14.33,499090
499096,Riggers,21020,49030,45690,23.57,21.97,499090
499097,Signal and Track Switch Repairers,8680,62710,65350,30.15,31.42,499090
499098,"Helpers--Installation, Maintenance, and Repair Workers",118720,29370,27510,14.12,13.23,499090
499099,"Installation, Maintenance, and Repair Workers, All Other",146460,41810,38480,20.10,18.50,499090
511011,First-Line Supervisors of Production and Operating Workers,610480,61450,57780,29.54,27.78,511010
512011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",42010,52530,50050,25.26,24.06,512010
512021,"Coil Winders, Tapers, and Finishers",14090,35340,33940,16.99,16.32,512020
512022,Electrical and Electronic Equipment Assemblers,218530,33700,31310,16.20,15.06,512020
512023,Electromechanical Equipment Assemblers,45540,35410,33350,17.02,16.03,512020
512031,Engine and Other Machine Assemblers,38150,43090,41210,20.71,19.81,512030
512041,Structural Metal Fabricators and Fitters,77270,40000,37730,19.23,18.14,512040
512091,Fiberglass Laminators and Fabricators,19400,33020,30870,15.87,14.84,512090
512092,Team Assemblers,1112780,32550,30060,15.65,14.45,512090
512093,Timing Device Assemblers and Adjusters,790,42470,37040,20.42,17.81,512090
512099,"Assemblers and Fabricators, All Other",230310,31050,28550,14.93,13.73,512090
513011,Bakers,180450,27110,25090,13.04,12.06,513010
513021,Butchers and Meat Cutters,133880,31740,29870,15.26,14.36,513020
513022,"Meat, Poultry, and Fish Cutters and Trimmers",149800,25510,24490,12.27,11.77,513020
513023,Slaughterers and Meat Packers,80780,27040,26590,13.00,12.78,513020
513091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",20080,30970,28570,14.89,13.73,513090
513092,Food Batchmakers,148540,30130,27810,14.48,13.37,513090
513093,Food Cooking Machine Operators and Tenders,36520,30330,28350,14.58,13.63,513090
513099,"Food Processing Workers, All Other",43070,25800,24160,12.40,11.61,513090
514011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",146190,39590,37880,19.03,18.21,514010
514012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",25180,53560,50580,25.75,24.32,514010
514021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",71960,35340,33870,16.99,16.29,514020
514022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",19160,38710,36930,18.61,17.76,514020
514023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",29060,41900,40680,20.14,19.56,514020
514031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",192800,34210,32370,16.45,15.56,514030
514032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",12290,38880,36410,18.69,17.50,514030
514033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",74600,34920,32890,16.79,15.81,514030
514034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",33850,39630,38480,19.05,18.50,514030
514035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",17560,41180,39840,19.80,19.15,514030
514041,Machinists,391120,43220,41700,20.78,20.05,514040
514051,Metal-Refining Furnace Operators and Tenders,17730,41840,41040,20.12,19.73,514050
514052,"Pourers and Casters, Metal",8560,37300,36180,17.93,17.39,514050
514061,"Model Makers, Metal and Plastic",6250,50360,48550,24.21,23.34,514060
514062,"Patternmakers, Metal and Plastic",3420,44490,44210,21.39,21.25,514060
514071,Foundry Mold and Coremakers,12810,36030,34790,17.32,16.73,514070
514072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",145560,32660,30480,15.70,14.65,514070
514081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",117300,36190,34340,17.40,16.51,514080
514111,Tool and Die Makers,72210,51610,51060,24.81,24.55,514110
514121,"Welders, Cutters, Solderers, and Brazers",382730,42450,39390,20.41,18.94,514120
514122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",46920,38380,36980,18.45,17.78,514120
514191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",19780,39010,37180,18.76,17.88,514190
514192,"Layout Workers, Metal and Plastic",9070,47720,45820,22.94,22.03,514190
514193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",35570,33690,31280,16.20,15.04,514190
514194,"Tool Grinders, Filers, and Sharpeners",9550,38860,36650,18.68,17.62,514190
514199,"Metal Workers and Plastic Workers, All Other",22930,35780,33280,17.20,16.00,514190
515111,Prepress Technicians and Workers,33340,40640,38930,19.54,18.72,515110
515112,Printing Press Operators,169910,37460,35530,18.01,17.08,515110
515113,Print Binding and Finishing Workers,52730,33270,31410,16.00,15.10,515110
516011,Laundry and Dry-Cleaning Workers,207710,23210,21510,11.16,10.34,516010
516021,"Pressers, Textile, Garment, and Related Materials",45150,22270,21300,10.71,10.24,516020
516031,Sewing Machine Operators,139500,25830,23670,12.42,11.38,516030
516041,Shoe and Leather Workers and Repairers,7780,26040,23940,12.52,11.51,516040
516042,Shoe Machine Operators and Tenders,3500,26530,26150,12.75,12.57,516040
516051,"Sewers, Hand",6540,25630,24520,12.32,11.79,516050
516052,"Tailors, Dressmakers, and Custom Sewers",21660,30670,28240,14.74,13.58,516050
516061,Textile Bleaching and Dyeing Machine Operators and Tenders,10860,28480,27270,13.69,13.11,516060
516062,"Textile Cutting Machine Setters, Operators, and Tenders",15040,27860,26090,13.40,12.55,516060
516063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",21550,28380,27470,13.65,13.21,516060
516064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",30340,28110,27500,13.51,13.22,516060
516091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",19340,35420,34240,17.03,16.46,516090
516092,Fabric and Apparel Patternmakers,5310,48460,39650,23.30,19.06,516090
516093,Upholsterers,32520,34640,33050,16.65,15.89,516090
516099,"Textile, Apparel, and Furnishings Workers, All Other",15650,30830,25890,14.82,12.45,516090
517011,Cabinetmakers and Bench Carpenters,97980,34800,33050,16.73,15.89,517010
517021,Furniture Finishers,17370,32330,30550,15.54,14.69,517020
517031,"Model Makers, Wood",1040,47480,40890,22.83,19.66,517030
517032,"Patternmakers, Wood",970,47850,46510,23.01,22.36,517030
517041,"Sawing Machine Setters, Operators, and Tenders, Wood",50640,29960,28380,14.41,13.65,517040
517042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",76130,29850,28510,14.35,13.71,517040
517099,"Woodworkers, All Other",6750,31780,28500,15.28,13.70,517090
518011,Nuclear Power Reactor Operators,7170,91370,91170,43.93,43.83,518010
518012,Power Distributors and Dispatchers,11380,81500,81900,39.18,39.37,518010
518013,Power Plant Operators,35010,73800,74690,35.48,35.91,518010
518021,Stationary Engineers and Boiler Operators,33720,61410,59400,29.52,28.56,518020
518031,Water and Wastewater Treatment Plant and System Operators,115840,47930,45760,23.04,22.00,518030
518091,Chemical Plant and System Operators,33300,59430,59920,28.57,28.81,518090
518092,Gas Plant Operators,17350,67980,67580,32.68,32.49,518090
518093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",41630,67870,67400,32.63,32.40,518090
518099,"Plant and System Operators, All Other",11970,55340,54930,26.61,26.41,518090
519011,Chemical Equipment Operators and Tenders,73840,50300,47780,24.18,22.97,519010
